"Index","x","lag100"
Dec 1923,2.8,69.6
Jan 1924,0.5,49.5
Feb 1924,5.1,53.5
Mar 1924,1.8,42.5
Apr 1924,11.3,34.5
May 1924,20.8,45.3
Jun 1924,24,55.4
Jul 1924,28.1,67
Aug 1924,19.3,71.8
Sep 1924,25.1,74.5
Oct 1924,25.6,67.7
Nov 1924,22.5,53.5
Dec 1924,16.5,35.2
Jan 1925,5.5,45.1
Feb 1925,23.2,50.7
Mar 1925,18,65.6
Apr 1925,31.7,53
May 1925,42.8,74.7
Jun 1925,47.5,71.9
Jul 1925,38.5,94.8
Aug 1925,37.9,74.7
Sep 1925,60.2,114.1
Oct 1925,69.2,114.9
Nov 1925,58.6,119.8
Dec 1925,98.6,154.5
Jan 1926,71.8,129.4
Feb 1926,70,72.2
Mar 1926,62.5,96.4
Apr 1926,38.5,129.3
May 1926,64.3,96
Jun 1926,73.5,65.3
Jul 1926,52.3,72.2
Aug 1926,61.6,80.5
Sep 1926,60.8,76.7
Oct 1926,71.5,59.4
Nov 1926,60.5,107.6
Dec 1926,79.4,101.7
Jan 1927,81.6,79.9
Feb 1927,93,85
Mar 1927,69.6,83.4
Apr 1927,93.5,59.2
May 1927,79.1,48.1
Jun 1927,59.1,79.5
Jul 1927,54.9,66.5
Aug 1927,53.8,51.8
Sep 1927,68.4,88.1
Oct 1927,63.1,111.2
Nov 1927,67.2,64.7
Dec 1927,45.2,69
Jan 1928,83.5,54.7
Feb 1928,73.5,52.8
Mar 1928,85.4,42
Apr 1928,80.6,34.9
May 1928,76.9,51.1
Jun 1928,91.4,53.9
Jul 1928,98,70.2
Aug 1928,83.8,14.8
Sep 1928,89.7,33.3
Oct 1928,61.4,38.7
Nov 1928,50.3,27.5
Dec 1928,59,19.2
Jan 1929,68.9,36.3
Feb 1929,64.1,49.6
Mar 1929,50.2,27.2
Apr 1929,52.8,29.9
May 1929,58.2,31.5
Jun 1929,71.9,28.3
Jul 1929,70.2,26.7
Aug 1929,65.8,32.4
Sep 1929,34.4,22.2
Oct 1929,54,33.7
Nov 1929,81.1,41.9
Dec 1929,108,22.8
Jan 1930,65.3,17.8
Feb 1930,49.2,18.2
Mar 1930,35,17.8
Apr 1930,38.2,20.3
May 1930,36.8,11.8
Jun 1930,28.8,26.4
Jul 1930,21.9,54.7
Aug 1930,24.9,11
Sep 1930,32.1,8
Oct 1930,34.4,5.8
Nov 1930,35.6,10.9
Dec 1930,25.8,6.5
Jan 1931,14.6,4.7
Feb 1931,43.1,6.2
Mar 1931,30,7.4
Apr 1931,31.2,17.5
May 1931,24.6,4.5
Jun 1931,15.3,1.5
Jul 1931,17.4,3.3
Aug 1931,13,6.1
Sep 1931,19,3.2
Oct 1931,10,9.1
Nov 1931,18.7,3.5
Dec 1931,17.8,0.5
Jan 1932,12.1,13.2
Feb 1932,10.6,11.6
Mar 1932,11.2,10
Apr 1932,11.2,2.8
May 1932,17.9,0.5
Jun 1932,22.2,5.1
Jul 1932,9.6,1.8
Aug 1932,6.8,11.3
Sep 1932,4,20.8
Oct 1932,8.9,24
Nov 1932,8.2,28.1
Dec 1932,11,19.3
Jan 1933,12.3,25.1
Feb 1933,22.2,25.6
Mar 1933,10.1,22.5
Apr 1933,2.9,16.5
May 1933,3.2,5.5
Jun 1933,5.2,23.2
Jul 1933,2.8,18
Aug 1933,0.2,31.7
Sep 1933,5.1,42.8
Oct 1933,3,47.5
Nov 1933,0.6,38.5
Dec 1933,0.3,37.9
Jan 1934,3.4,60.2
Feb 1934,7.8,69.2
Mar 1934,4.3,58.6
Apr 1934,11.3,98.6
May 1934,19.7,71.8
Jun 1934,6.7,70
Jul 1934,9.3,62.5
Aug 1934,8.3,38.5
Sep 1934,4,64.3
Oct 1934,5.7,73.5
Nov 1934,8.7,52.3
Dec 1934,15.4,61.6
Jan 1935,18.9,60.8
Feb 1935,20.5,71.5
Mar 1935,23.1,60.5
Apr 1935,12.2,79.4
May 1935,27.3,81.6
Jun 1935,45.7,93
Jul 1935,33.9,69.6
Aug 1935,30.1,93.5
Sep 1935,42.1,79.1
Oct 1935,53.2,59.1
Nov 1935,64.2,54.9
Dec 1935,61.5,53.8
Jan 1936,62.8,68.4
Feb 1936,74.3,63.1
Mar 1936,77.1,67.2
Apr 1936,74.9,45.2
May 1936,54.6,83.5
Jun 1936,70,73.5
Jul 1936,52.3,85.4
Aug 1936,87,80.6
Sep 1936,76,76.9
Oct 1936,89,91.4
Nov 1936,115.4,98
Dec 1936,123.4,83.8
Jan 1937,132.5,89.7
Feb 1937,128.5,61.4
Mar 1937,83.9,50.3
Apr 1937,109.3,59
May 1937,116.7,68.9
Jun 1937,130.3,64.1
Jul 1937,145.1,50.2
Aug 1937,137.7,52.8
Sep 1937,100.7,58.2
Oct 1937,124.9,71.9
Nov 1937,74.4,70.2
Dec 1937,88.8,65.8
Jan 1938,98.4,34.4
Feb 1938,119.2,54
Mar 1938,86.5,81.1
Apr 1938,101,108
May 1938,127.4,65.3
Jun 1938,97.5,49.2
Jul 1938,165.3,35
Aug 1938,115.7,38.2
Sep 1938,89.6,36.8
Oct 1938,99.1,28.8
Nov 1938,122.2,21.9
Dec 1938,92.7,24.9
Jan 1939,80.3,32.1
Feb 1939,77.4,34.4
Mar 1939,64.6,35.6
Apr 1939,109.1,25.8
May 1939,118.3,14.6
Jun 1939,101,43.1
Jul 1939,97.6,30
Aug 1939,105.8,31.2
Sep 1939,112.6,24.6
Oct 1939,88.1,15.3
Nov 1939,68.1,17.4
Dec 1939,42.1,13
Jan 1940,50.5,19
Feb 1940,59.4,10
Mar 1940,83.3,18.7
Apr 1940,60.7,17.8
May 1940,54.4,12.1
Jun 1940,83.9,10.6
Jul 1940,67.5,11.2
Aug 1940,105.5,11.2
Sep 1940,66.5,17.9
Oct 1940,55,22.2
Nov 1940,58.4,9.6
Dec 1940,68.3,6.8
Jan 1941,45.6,4
Feb 1941,44.5,8.9
Mar 1941,46.4,8.2
Apr 1941,32.8,11
May 1941,29.5,12.3
Jun 1941,59.8,22.2
Jul 1941,66.9,10.1
Aug 1941,60,2.9
Sep 1941,65.9,3.2
Oct 1941,46.3,5.2
Nov 1941,38.3,2.8
Dec 1941,33.7,0.2
Jan 1942,35.6,5.1
Feb 1942,52.8,3
Mar 1942,54.2,0.6
Apr 1942,60.7,0.3
May 1942,25,3.4
Jun 1942,11.4,7.8
Jul 1942,17.7,4.3
Aug 1942,20.2,11.3
Sep 1942,17.2,19.7
Oct 1942,19.2,6.7
Nov 1942,30.7,9.3
Dec 1942,22.5,8.3
Jan 1943,12.4,4
Feb 1943,28.9,5.7
Mar 1943,27.4,8.7
Apr 1943,26.1,15.4
May 1943,14.1,18.9
Jun 1943,7.6,20.5
Jul 1943,13.2,23.1
Aug 1943,19.4,12.2
Sep 1943,10,27.3
Oct 1943,7.8,45.7
Nov 1943,10.2,33.9
Dec 1943,18.8,30.1
Jan 1944,3.7,42.1
Feb 1944,0.5,53.2
Mar 1944,11,64.2
Apr 1944,0.3,61.5
May 1944,2.5,62.8
Jun 1944,5,74.3
Jul 1944,5,77.1
Aug 1944,16.7,74.9
Sep 1944,14.3,54.6
Oct 1944,16.9,70
Nov 1944,10.8,52.3
Dec 1944,28.4,87
Jan 1945,18.5,76
Feb 1945,12.7,89
Mar 1945,21.5,115.4
Apr 1945,32,123.4
May 1945,30.6,132.5
Jun 1945,36.2,128.5
Jul 1945,42.6,83.9
Aug 1945,25.9,109.3
Sep 1945,34.9,116.7
Oct 1945,68.8,130.3
Nov 1945,46,145.1
Dec 1945,27.4,137.7
Jan 1946,47.6,100.7
Feb 1946,86.2,124.9
Mar 1946,76.6,74.4
Apr 1946,75.7,88.8
May 1946,84.9,98.4
Jun 1946,73.5,119.2
Jul 1946,116.2,86.5
Aug 1946,107.2,101
Sep 1946,94.4,127.4
Oct 1946,102.3,97.5
Nov 1946,123.8,165.3
Dec 1946,121.7,115.7
Jan 1947,115.7,89.6
Feb 1947,113.4,99.1
Mar 1947,129.8,122.2
Apr 1947,149.8,92.7
May 1947,201.3,80.3
Jun 1947,163.9,77.4
Jul 1947,157.9,64.6
Aug 1947,188.8,109.1
Sep 1947,169.4,118.3
Oct 1947,163.6,101
Nov 1947,128,97.6
Dec 1947,116.5,105.8
Jan 1948,108.5,112.6
Feb 1948,86.1,88.1
Mar 1948,94.8,68.1
Apr 1948,189.7,42.1
May 1948,174,50.5
Jun 1948,167.8,59.4
Jul 1948,142.2,83.3
Aug 1948,157.9,60.7
Sep 1948,143.3,54.4
Oct 1948,136.3,83.9
Nov 1948,95.8,67.5
Dec 1948,138,105.5
Jan 1949,119.1,66.5
Feb 1949,182.3,55
Mar 1949,157.5,58.4
Apr 1949,147,68.3
May 1949,106.2,45.6
Jun 1949,121.7,44.5
Jul 1949,125.8,46.4
Aug 1949,123.8,32.8
Sep 1949,145.3,29.5
Oct 1949,131.6,59.8
Nov 1949,143.5,66.9
Dec 1949,117.6,60
Jan 1950,101.6,65.9
Feb 1950,94.8,46.3
Mar 1950,109.7,38.3
Apr 1950,113.4,33.7
May 1950,106.2,35.6
Jun 1950,83.6,52.8
Jul 1950,91,54.2
Aug 1950,85.2,60.7
Sep 1950,51.3,25
Oct 1950,61.4,11.4
Nov 1950,54.8,17.7
Dec 1950,54.1,20.2
Jan 1951,59.9,17.2
Feb 1951,59.9,19.2
Mar 1951,59.9,30.7
Apr 1951,92.9,22.5
May 1951,108.5,12.4
Jun 1951,100.6,28.9
Jul 1951,61.5,27.4
Aug 1951,61,26.1
Sep 1951,83.1,14.1
Oct 1951,51.6,7.6
Nov 1951,52.4,13.2
Dec 1951,45.8,19.4
Jan 1952,40.7,10
Feb 1952,22.7,7.8
Mar 1952,22,10.2
Apr 1952,29.1,18.8
May 1952,23.4,3.7
Jun 1952,36.4,0.5
Jul 1952,39.3,11
Aug 1952,54.9,0.3
Sep 1952,28.2,2.5
Oct 1952,23.8,5
Nov 1952,22.1,5
Dec 1952,34.3,16.7
Jan 1953,26.5,14.3
Feb 1953,3.9,16.9
Mar 1953,10,10.8
Apr 1953,27.8,28.4
May 1953,12.5,18.5
Jun 1953,21.8,12.7
Jul 1953,8.6,21.5
Aug 1953,23.5,32
Sep 1953,19.3,30.6
Oct 1953,8.2,36.2
Nov 1953,1.6,42.6
Dec 1953,2.5,25.9
Jan 1954,0.2,34.9
Feb 1954,0.5,68.8
Mar 1954,10.9,46
Apr 1954,1.8,27.4
May 1954,0.8,47.6
Jun 1954,0.2,86.2
Jul 1954,4.8,76.6
Aug 1954,8.4,75.7
Sep 1954,1.5,84.9
Oct 1954,7,73.5
Nov 1954,9.2,116.2
Dec 1954,7.6,107.2
Jan 1955,23.1,94.4
Feb 1955,20.8,102.3
Mar 1955,4.9,123.8
Apr 1955,11.3,121.7
May 1955,28.9,115.7
Jun 1955,31.7,113.4
Jul 1955,26.7,129.8
Aug 1955,40.7,149.8
Sep 1955,42.7,201.3
Oct 1955,58.5,163.9
Nov 1955,89.2,157.9
Dec 1955,76.9,188.8
Jan 1956,73.6,169.4
Feb 1956,124,163.6
Mar 1956,118.4,128
Apr 1956,110.7,116.5
May 1956,136.6,108.5
Jun 1956,116.6,86.1
Jul 1956,129.1,94.8
Aug 1956,169.6,189.7
Sep 1956,173.2,174
Oct 1956,155.3,167.8
Nov 1956,201.3,142.2
Dec 1956,192.1,157.9
Jan 1957,165,143.3
Feb 1957,130.2,136.3
Mar 1957,157.4,95.8
Apr 1957,175.2,138
May 1957,164.6,119.1
Jun 1957,200.7,182.3
Jul 1957,187.2,157.5
Aug 1957,158,147
Sep 1957,235.8,106.2
Oct 1957,253.8,121.7
Nov 1957,210.9,125.8
Dec 1957,239.4,123.8
Jan 1958,202.5,145.3
Feb 1958,164.9,131.6
Mar 1958,190.7,143.5
Apr 1958,196,117.6
May 1958,175.3,101.6
Jun 1958,171.5,94.8
Jul 1958,191.4,109.7
Aug 1958,200.2,113.4
Sep 1958,201.2,106.2
Oct 1958,181.5,83.6
Nov 1958,152.3,91
Dec 1958,187.6,85.2
Jan 1959,217.4,51.3
Feb 1959,143.1,61.4
Mar 1959,185.7,54.8
Apr 1959,163.3,54.1
May 1959,172,59.9
Jun 1959,168.7,59.9
Jul 1959,149.6,59.9
Aug 1959,199.6,92.9
Sep 1959,145.2,108.5
Oct 1959,111.4,100.6
Nov 1959,124,61.5
Dec 1959,125,61
Jan 1960,146.3,83.1
Feb 1960,106,51.6
Mar 1960,102.2,52.4
Apr 1960,122,45.8
May 1960,119.6,40.7
Jun 1960,110.2,22.7
Jul 1960,121.7,22
Aug 1960,134.1,29.1
Sep 1960,127.2,23.4
Oct 1960,82.8,36.4
Nov 1960,89.6,39.3
Dec 1960,85.6,54.9
Jan 1961,57.9,28.2
Feb 1961,46.1,23.8
Mar 1961,53,22.1
Apr 1961,61.4,34.3
May 1961,51,26.5
Jun 1961,77.4,3.9
Jul 1961,70.2,10
Aug 1961,55.9,27.8
Sep 1961,63.6,12.5
Oct 1961,37.7,21.8
Nov 1961,32.6,8.6
Dec 1961,40,23.5
Jan 1962,38.7,19.3
Feb 1962,50.3,8.2
Mar 1962,45.6,1.6
Apr 1962,46.4,2.5
May 1962,43.7,0.2
Jun 1962,42,0.5
Jul 1962,21.8,10.9
Aug 1962,21.8,1.8
Sep 1962,51.3,0.8
Oct 1962,39.5,0.2
Nov 1962,26.9,4.8
Dec 1962,23.2,8.4
Jan 1963,19.8,1.5
Feb 1963,24.4,7
Mar 1963,17.1,9.2
Apr 1963,29.3,7.6
May 1963,43,23.1
Jun 1963,35.9,20.8
Jul 1963,19.6,4.9
Aug 1963,33.2,11.3
Sep 1963,38.8,28.9
Oct 1963,35.3,31.7
Nov 1963,23.4,26.7
Dec 1963,14.9,40.7
Jan 1964,15.3,42.7
Feb 1964,17.7,58.5
Mar 1964,16.5,89.2
Apr 1964,8.6,76.9
May 1964,9.5,73.6
Jun 1964,9.1,124
Jul 1964,3.1,118.4
Aug 1964,9.3,110.7
Sep 1964,4.7,136.6
Oct 1964,6.1,116.6
Nov 1964,7.4,129.1
Dec 1964,15.1,169.6
Jan 1965,17.5,173.2
Feb 1965,14.2,155.3
Mar 1965,11.7,201.3
Apr 1965,6.8,192.1
May 1965,24.1,165
Jun 1965,15.9,130.2
Jul 1965,11.9,157.4
Aug 1965,8.9,175.2
Sep 1965,16.8,164.6
Oct 1965,20.1,200.7
Nov 1965,15.8,187.2
Dec 1965,17,158
Jan 1966,28.2,235.8
Feb 1966,24.4,253.8
Mar 1966,25.3,210.9
Apr 1966,48.7,239.4
May 1966,45.3,202.5
Jun 1966,47.7,164.9
Jul 1966,56.7,190.7
Aug 1966,51.2,196
Sep 1966,50.2,175.3
Oct 1966,57.2,171.5
Nov 1966,57.2,191.4
Dec 1966,70.4,200.2
Jan 1967,110.9,201.2
Feb 1967,93.6,181.5
Mar 1967,111.8,152.3
Apr 1967,69.5,187.6
May 1967,86.5,217.4
Jun 1967,67.3,143.1
Jul 1967,91.5,185.7
Aug 1967,107.2,163.3
Sep 1967,76.8,172
Oct 1967,88.2,168.7
Nov 1967,94.3,149.6
Dec 1967,126.4,199.6
Jan 1968,121.8,145.2
Feb 1968,111.9,111.4
Mar 1968,92.2,124
Apr 1968,81.2,125
May 1968,127.2,146.3
Jun 1968,110.3,106
Jul 1968,96.1,102.2
Aug 1968,109.3,122
Sep 1968,117.2,119.6
Oct 1968,107.7,110.2
Nov 1968,86,121.7
Dec 1968,109.8,134.1
Jan 1969,104.4,127.2
Feb 1969,120.5,82.8
Mar 1969,135.8,89.6
Apr 1969,106.8,85.6
May 1969,120,57.9
Jun 1969,106,46.1
Jul 1969,96.8,53
Aug 1969,98,61.4
Sep 1969,91.3,51
Oct 1969,95.7,77.4
Nov 1969,93.5,70.2
Dec 1969,97.9,55.9
Jan 1970,111.5,63.6
Feb 1970,127.8,37.7
Mar 1970,102.9,32.6
Apr 1970,109.5,40
May 1970,127.5,38.7
Jun 1970,106.8,50.3
Jul 1970,112.5,45.6
Aug 1970,93,46.4
Sep 1970,99.5,43.7
Oct 1970,86.6,42
Nov 1970,95.2,21.8
Dec 1970,83.5,21.8
Jan 1971,91.3,51.3
Feb 1971,79,39.5
Mar 1971,60.7,26.9
Apr 1971,71.8,23.2
May 1971,57.5,19.8
Jun 1971,49.8,24.4
Jul 1971,81,17.1
Aug 1971,61.4,29.3
Sep 1971,50.2,43
Oct 1971,51.7,35.9
Nov 1971,63.2,19.6
Dec 1971,82.2,33.2
Jan 1972,61.5,38.8
Feb 1972,88.4,35.3
Mar 1972,80.1,23.4
Apr 1972,63.2,14.9
May 1972,80.5,15.3
Jun 1972,88,17.7
Jul 1972,76.5,16.5
Aug 1972,76.8,8.6
Sep 1972,64,9.5
Oct 1972,61.3,9.1
Nov 1972,41.6,3.1
Dec 1972,45.3,9.3
Jan 1973,43.4,4.7
Feb 1973,42.9,6.1
Mar 1973,46,7.4
Apr 1973,57.7,15.1
May 1973,42.4,17.5
Jun 1973,39.5,14.2
Jul 1973,23.1,11.7
Aug 1973,25.6,6.8
Sep 1973,59.3,24.1
Oct 1973,30.7,15.9
Nov 1973,23.9,11.9
Dec 1973,23.3,8.9
Jan 1974,27.6,16.8
Feb 1974,26,20.1
Mar 1974,21.3,15.8
Apr 1974,40.3,17
May 1974,39.5,28.2
Jun 1974,36,24.4
Jul 1974,55.8,25.3
Aug 1974,33.6,48.7
Sep 1974,40.2,45.3
Oct 1974,47.1,47.7
Nov 1974,25,56.7
Dec 1974,20.5,51.2
Jan 1975,18.9,50.2
Feb 1975,11.5,57.2
Mar 1975,11.5,57.2
Apr 1975,5.1,70.4
May 1975,9,110.9
Jun 1975,11.4,93.6
Jul 1975,28.2,111.8
Aug 1975,39.7,69.5
Sep 1975,13.9,86.5
Oct 1975,9.1,67.3
Nov 1975,19.4,91.5
Dec 1975,7.8,107.2
Jan 1976,8.1,76.8
Feb 1976,4.3,88.2
Mar 1976,21.9,94.3
Apr 1976,18.8,126.4
May 1976,12.4,121.8
Jun 1976,12.2,111.9
Jul 1976,1.9,92.2
Aug 1976,16.4,81.2
Sep 1976,13.5,127.2
Oct 1976,20.6,110.3
Nov 1976,5.2,96.1
Dec 1976,15.3,109.3
Jan 1977,16.4,117.2
Feb 1977,23.1,107.7
Mar 1977,8.7,86
Apr 1977,12.9,109.8
May 1977,18.6,104.4
Jun 1977,38.5,120.5
Jul 1977,21.4,135.8
Aug 1977,30.1,106.8
Sep 1977,44,120
Oct 1977,43.8,106
Nov 1977,29.1,96.8
Dec 1977,43.2,98
Jan 1978,51.9,91.3
Feb 1978,93.6,95.7
Mar 1978,76.5,93.5
Apr 1978,99.7,97.9
May 1978,82.7,111.5
Jun 1978,95.1,127.8
Jul 1978,70.4,102.9
Aug 1978,58.1,109.5
Sep 1978,138.2,127.5
Oct 1978,125.1,106.8
Nov 1978,97.9,112.5
Dec 1978,122.7,93
Jan 1979,166.6,99.5
Feb 1979,137.5,86.6
Mar 1979,138,95.2
Apr 1979,101.5,83.5
May 1979,134.4,91.3
Jun 1979,149.5,79
Jul 1979,159.4,60.7
Aug 1979,142.2,71.8
Sep 1979,188.4,57.5
Oct 1979,186.2,49.8
Nov 1979,183.3,81
Dec 1979,176.3,61.4
Jan 1980,159.6,50.2
Feb 1980,155,51.7
Mar 1980,126.2,63.2
Apr 1980,164.1,82.2
May 1980,179.9,61.5
Jun 1980,157.3,88.4
Jul 1980,136.3,80.1
Aug 1980,135.4,63.2
Sep 1980,155,80.5
Oct 1980,164.7,88
Nov 1980,147.9,76.5
Dec 1980,174.4,76.8
Jan 1981,114,64
Feb 1981,141.3,61.3
Mar 1981,135.5,41.6
Apr 1981,156.4,45.3
May 1981,127.5,43.4
Jun 1981,90,42.9
Jul 1981,143.8,46
Aug 1981,158.7,57.7
Sep 1981,167.3,42.4
Oct 1981,162.4,39.5
Nov 1981,137.5,23.1
Dec 1981,150.1,25.6
Jan 1982,111.2,59.3
Feb 1982,163.6,30.7
Mar 1982,153.8,23.9
Apr 1982,122,23.3
May 1982,82.2,27.6
Jun 1982,110.4,26
Jul 1982,106.1,21.3
Aug 1982,107.6,40.3
Sep 1982,118.8,39.5
Oct 1982,94.7,36
Nov 1982,98.1,55.8
Dec 1982,127,33.6
Jan 1983,84.3,40.2
Feb 1983,51,47.1
Mar 1983,66.5,25
Apr 1983,80.7,20.5
May 1983,99.2,18.9
Jun 1983,91.1,11.5
Jul 1983,82.2,11.5
Aug 1983,71.8,5.1
Sep 1983,50.3,9
Oct 1983,55.8,11.4
Nov 1983,33.3,28.2
Dec 1983,33.4,39.7
